comment,label
Major Producer of Hydroxychloroquine Once Paid Michael Cohen Hefty Sum for Access to Trump,0
Trump complains Biden and Obama stopped coronavirus testing even though it didn't exist during their administration,-1
Trump press secretary Kayleigh McEnany has voted by mail 11 times in 10 years,0
Trump says Abraham Lincoln 'did good' for the Black community but that 'the end result' is 'questionable',1
Trump’s ‘Liberate Michigan!’ tweets incite insurrection. That’s illegal. | Federal law bans advocating the overthrow of government.,-1
Arizona Certifies Biden’s Election Victory Over Trump,0
Taylor Swift: Trump's 'calculated dismantling' of USPS proves he's trying to 'blatantly cheat' election,-1
Bernie Sanders says the 'GOP has ceased to be a political party' and 'is now a cult' for staying silent on Trump's election attacks,0
MSNBC airs 80-second supercut of Trump’s racist remarks over the past 30 years,-1
"Man really did hack Trump’s Twitter account by guessing password, ‘maga2020!,’ Dutch prosecutors confirm",0
"Trump Could Be Investigated for Tax Fraud, D.A. Says for First Time",-1
Trump is reportedly 'very aware' he lost the election but is putting up a fight as 'theater',-1
Trump Supporter Arrested For Requesting Absentee Ballot For Dead Mother,-1
Wisconsin election results: Biden overtakes Trump with 4% of votes left to count,0
"Republican Senator Who Voted for Trump's $1.5 Trillion Tax Cut for the Rich Blocks $1,200 Stimulus Checks",0
Trump mocked for signing blank paper in ‘staged’ photos at Walter Reed,-1
"Dear Wisconsin: If Trump wants a recount, make him pay up front",1
Teachers union president dares Trump to sit in classroom amid coronavirus 'and breathe that air',0
42% of Voters Say Trump Will Be Known as 'One of Worst' Presidents in History: Fox News Poll,-1
"Trust me, I leaked the Pentagon Papers. Trump is an enemy of the Constitution and must be defeated.",-1
Trump claims the media misrepresented his coronavirus cure comments. Video proves otherwise. The president is now routinely lying about things we saw with our own eyes and that are on tape.,-1
Trump Just Exposed Secret Service to COVID-19 to Do a Drive-By For MAGA Supporters,1
Michael Cohen says the associates Trump pardoned may now be forced to testify against him because they can no longer invoke the Fifth Amendment,-1
Trump now claims he spoke 'sarcastically' when repeatedly suggesting people inject disinfectant to cure coronavirus,0
Trump promises Michigan that he will 'never come back' if he loses the state to Biden,0
"Conservative Icon George Will Urges Nov. Sweep: Vote Out Trump, All GOP Enablers",0
Trump Wants Covid-19 Media Coverage To Be Illegal: ‘Should Be An Election Law Violation’,-1
2 DOJ whistleblowers testify that AG William Barr interfered in investigations to help Trump,1
Melania Trump reportedly taped making 'disparaging' remarks about president and his children,0
Nancy Pelosi refuses to rule out second impeachment of Trump to delay Supreme Court battle,0
Ex-Trump aide Scaramucci says president’s ‘well wishes’ to Ghislaine Maxwell are coded message: ‘Please don’t talk’,0
"Biden: ""I trust vaccines, I trust scientists, but I don’t trust Donald Trump""",1
Ninth Circuit Hands Trump Admin a Big Loss: the Transfer of Military Funds to Build the Wall Was ‘Unlawful’,-1
"Donald Trump should concede and ‘put country above his ego’, says Barack Obama",0
Obama accuses Trump White House of suppressing black voters in rare direct attack,-1
Donald Trump Appears to Have Committed Felony Voter Fraud,-1
The doctor behind a cognitive test Trump took says ‘it’s supposed to be easy’ for people with no cognitive impairment,-1
Trump Suddenly Loses Interest In Briefings After Disastrous Disinfectant Comments,-1
Megathread: President Trump Suggests Delaying 2020 Presidential Election,0
'Trump kept saying it was basically pretty much a cure': Woman whose husband died after ingesting chloroquine warns the public not to 'believe anything that the president says',-1
Michigan group sues Trump campaign for alleged mass voter suppression,0
Pranksters are flooding Trump's election fraud hotline to mock the president over his election defeat,-1
"'I cannot stress this enough, this will kill you': Fox News host Neil Cavuto was shocked by Trump's announcement that he's taking hydroxychloroquine to prevent coronavirus",-1
City of El Paso hires legal counsel to help collect Trump campaign’s outstanding debt,1
Democrats Look at Trump Voters and Wonder ‘What the Hell Is Your Problem?’,-1
Trump announces 'surge' of federal officers to Chicago despite outrage over Portland crackdown,1
Trump Collapses Under Pressure of Extremely Basic Follow-Up Questions About COVID-19,-1
The ‘Trump Won’ Farce Isn’t Funny Anymore. Republicans are now seriously arguing that elections are legitimate only when their side wins.,0
A National Nightmare: Whoever Owns Trump’s Enormous Debts Could Be Running The Country,0
"Trump's last-minute pardon spree shows why Joe Biden just can't ""move on"". The country can't unite and heal if Republicans believe they have license to cheat in elections and commit crimes",0
Biden calls on Trump to step down over his coronavirus response as he holds first town hall,0
Massachusetts' Republican governor 'cannot support Donald Trump for president',-1
Federal Judge Declares ICE Arrests at Courthouses ‘Illegal’ in Huge Blow to Trump Administration,0
Trump Just Admitted He's Sabotaging the USPS to Screw Up the Election,0
Megathread: US Government Accountability Office finds Trump administration violated the law by freezing Ukraine aid,-1
Biden team considering legal options if Trump administration keeps stalling the transition,0
"'I'll be right eventually': Trump again insists coronavirus will disappear, citing no evidence",-1
Trump spent $3 million for a vote recount in Wisconsin's largest county to support his baseless claim of ballot fraud but lost by even more than initially thought,-1
"Trump campaign 'disguised' and 'laundered' nearly $170 million worth of spending, watchdog group alleges in a new federal complaint",0
Michael Cohen says Donald Trump will flee to Mar-a-Lago and never return to White House,0
Trump reportedly said he would reject a bailout package if it included aid to keep the US Postal Service functioning,-1
'Tweeting at the TV doesn't fix things': Obama mocks Trump's record in rousing campaign speech,-1
‘You’re high’: Internet reacts after Trump says COVID makes him feel 20 years younger — 'Donald J. Trump feels better today than in the year 2000 because he's high on so many drugs.',1
"While Constantly Yelling About Voter Fraud, Trump Tried To Register In FL With WH Address",-1
Lesley Stahl gets security protection after death threat over Trump ‘60 Minutes’ interview: report,-1
"Trump Promises To Defund The Entire Military, If Congress Won't Let Him Punish The Internet For Being Mean To Him",1
Biden leads by 10 points as majority of Americans say Trump could have avoided coronavirus: Reuters/Ipsos poll,-1
Trump says 2020 presidential election will be 'rigged by foreign countries' as he slumps further in polls,-1
"Trump said 'only blacks could live this way' about Chicago and hates Obama because he's Black, Michael Cohen claims",-1
"'Unacceptable': Dems Fume After Trump Announces Plan to Refuse Congressional Oversight of Corporate Bailout Funds - ""This is a frightening amount of public money to have given a corrupt admininistration with zero accountability.""",-1
'I didn't do it': Trump shuns responsibility for cutting pandemic team before White House cuts mic of reporter asking 'nasty question',-1
"The only people dismissing the Russia bounties intel: The Taliban, Russia and Trump",0
"Trump Can’t Name One Thing He’d Prioritize if Re-elected — Even with Fox News’ Sean Hannity holding his hand, the president drew a blank when asked about a possible four more years",1
'I saved his a--': Trump boasted to Woodward that he protected Saudi Crown Prince Mohammed bin Salman after Jamal Khashoggi's brutal murder,-1
Trump's huge vote total breaks my heart. I recognize this America and I wish I did not. - The most dangerous implication of this election is that tens of millions accept a fictitious world created by an autocrat and marketed by Fox News.,1
Trump Threatens Pennsylvania Gov. Tom Wolf: I’ll Withhold Federal Aid Because You Didn’t Help My Campaign,0
'When the Country Needed Leadership Trump Turned Off the Lights': White House Goes Dark as Protests Over Killing of George Floyd Rage Across DC,-1
"Trump backed Xi over concentration camps for Uighur Muslims, ex-aide Bolton claims",0
"The Trump Campaign Reportedly Blew $1 Billion on Private Jets, Trump Properties, and Don Jr.’s Shitty Book",-1
"Trump Admitted to a Crime Against Humanity Last Night. And No, He Wasn’t Joking.",-1
"Senate made criminal referral of Trump Jr., Bannon, Kushner and two others to federal prosecutors",-1
YouTube will remove any new videos alleging Trump lost election because of fraud,-1
"Trump 'furious' about 'underwhelming' crowd at Tulsa rally. “This was a major failure,"" one outside adviser said",0
"Donald Trump labelled ""loser of the year"" by Europe's biggest news magazine",-1
